source_part_id,part_family,unit_cost,lead_time_days,source_supplier_id,criticality_class,is_repairable,shelf_life_days,source
P00123,Cabin,3000.73,47,SUP029,B,False,,aviation_parts/parts_master/parts_master.csv
P00124,Electrical,1018.72,16,SUP020,C,False,891,aviation_parts/parts_master/parts_master.csv
P00125,Avionics,1490.01,47,SUP018,A,False,,aviation_parts/parts_master/parts_master.csv
P00126,Electrical,2493.86,52,SUP026,B,False,831,aviation_parts/parts_master/parts_master.csv
P00127,Structure,399.15,85,SUP033,C,False,,aviation_parts/parts_master/parts_master.csv
P00128,Fasteners,1102.45,45,SUP014,C,False,,aviation_parts/parts_master/parts_master.csv
P00129,Hydraulics,346.14,86,SUP033,C,True,,aviation_parts/parts_master/parts_master.csv
P00130,Structure,1056.28,24,SUP010,B,False,,aviation_parts/parts_master/parts_master.csv
P00131,Engine,397.49,38,SUP017,C,False,,aviation_parts/parts_master/parts_master.csv
P00132,Fasteners,949.75,31,SUP037,C,False,,aviation_parts/parts_master/parts_master.csv
P00133,Electrical,3109.70,31,SUP039,B,False,,aviation_parts/parts_master/parts_master.csv
P00134,Hydraulics,368.12,30,SUP037,C,False,,aviation_parts/parts_master/parts_master.csv
P00135,Electrical,10313.86,37,SUP013,A,False,,aviation_parts/parts_master/parts_master.csv
P00136,LandingGear,3098.46,28,SUP034,B,True,,aviation_parts/parts_master/parts_master.csv
P00137,Fasteners,794.11,48,SUP038,C,False,,aviation_parts/parts_master/parts_master.csv
P00138,LandingGear,2379.41,33,SUP040,B,False,,aviation_parts/parts_master/parts_master.csv
P00139,Structure,1599.14,34,SUP001,B,False,,aviation_parts/parts_master/parts_master.csv
P00140,Structure,246.31,30,SUP030,C,False,,aviation_parts/parts_master/parts_master.csv
P00141,LandingGear,513.64,39,SUP040,C,False,,aviation_parts/parts_master/parts_master.csv
P00142,LandingGear,561.55,32,SUP031,C,True,,aviation_parts/parts_master/parts_master.csv
P00143,Avionics,262.16,29,SUP010,C,True,,aviation_parts/parts_master/parts_master.csv
P00144,Fasteners,1196.12,37,SUP031,C,False,,aviation_parts/parts_master/parts_master.csv
P00145,Hydraulics,3608.96,48,SUP005,A,True,950,aviation_parts/parts_master/parts_master.csv
P00146,Electrical,4265.18,13,SUP020,B,False,,aviation_parts/parts_master/parts_master.csv
P00147,Hydraulics,434.55,60,SUP026,B,True,,aviation_parts/parts_master/parts_master.csv
P00148,Fasteners,12062.12,27,SUP019,A,False,,aviation_parts/parts_master/parts_master.csv
P00149,Fasteners,2043.71,26,SUP028,C,False,,aviation_parts/parts_master/parts_master.csv
P00150,Fasteners,2083.89,31,SUP010,B,False,,aviation_parts/parts_master/parts_master.csv
P00151,Hydraulics,969.59,45,SUP025,B,True,,aviation_parts/parts_master/parts_master.csv
P00152,Electrical,2142.57,52,SUP026,B,False,,aviation_parts/parts_master/parts_master.csv
P00153,Fasteners,2261.29,70,SUP026,B,False,,aviation_parts/parts_master/parts_master.csv
P00154,Avionics,231.50,32,SUP012,C,False,,aviation_parts/parts_master/parts_master.csv
P00155,Avionics,3795.73,50,SUP013,A,False,,aviation_parts/parts_master/parts_master.csv
P00156,Cabin,3884.32,45,SUP011,B,False,,aviation_parts/parts_master/parts_master.csv
P00157,LandingGear,2503.54,24,SUP019,B,True,,aviation_parts/parts_master/parts_master.csv
P00158,Structure,1883.28,54,SUP024,B,False,,aviation_parts/parts_master/parts_master.csv
P00159,Structure,374.56,38,SUP015,C,False,,aviation_parts/parts_master/parts_master.csv
P00160,Hydraulics,2045.90,31,SUP017,B,False,,aviation_parts/parts_master/parts_master.csv
P00161,Engine,4072.98,39,SUP012,A,True,,aviation_parts/parts_master/parts_master.csv
P00162,LandingGear,2948.08,37,SUP009,B,False,,aviation_parts/parts_master/parts_master.csv
P00163,Avionics,294.92,44,SUP027,C,True,,aviation_parts/parts_master/parts_master.csv
P00164,Engine,1442.53,95,SUP033,C,False,,aviation_parts/parts_master/parts_master.csv
P00165,Electrical,1437.31,16,SUP012,C,False,,aviation_parts/parts_master/parts_master.csv
P00166,Engine,370.19,30,SUP035,C,False,,aviation_parts/parts_master/parts_master.csv
P00167,Avionics,364.28,56,SUP023,C,True,,aviation_parts/parts_master/parts_master.csv
P00168,Engine,3707.61,40,SUP007,A,True,,aviation_parts/parts_master/parts_master.csv
P00169,Structure,814.51,42,SUP015,B,False,,aviation_parts/parts_master/parts_master.csv
P00170,Structure,508.42,35,SUP001,C,False,,aviation_parts/parts_master/parts_master.csv
P00171,Structure,977.38,56,SUP002,B,False,,aviation_parts/parts_master/parts_master.csv
P00172,Engine,522.73,53,SUP014,C,False,,aviation_parts/parts_master/parts_master.csv
P00173,Structure,971.55,31,SUP019,B,False,,aviation_parts/parts_master/parts_master.csv
P00174,Hydraulics,476.71,35,SUP032,C,True,966,aviation_parts/parts_master/parts_master.csv
P00175,Cabin,906.57,60,SUP006,C,False,,aviation_parts/parts_master/parts_master.csv
P00176,Fasteners,600.69,44,SUP034,C,False,,aviation_parts/parts_master/parts_master.csv
P00177,Avionics,327.70,35,SUP010,C,True,,aviation_parts/parts_master/parts_master.csv
P00178,Fasteners,839.09,58,SUP006,C,False,,aviation_parts/parts_master/parts_master.csv
P00179,Electrical,644.05,12,SUP028,C,False,,aviation_parts/parts_master/parts_master.csv
P00180,LandingGear,2758.93,33,SUP031,B,False,,aviation_parts/parts_master/parts_master.csv
P00181,Structure,995.65,42,SUP025,B,False,,aviation_parts/parts_master/parts_master.csv
P00182,Engine,371.98,53,SUP005,C,True,,aviation_parts/parts_master/parts_master.csv
P00183,Avionics,3080.58,49,SUP005,A,True,,aviation_parts/parts_master/parts_master.csv
P00184,Avionics,423.99,44,SUP016,B,True,,aviation_parts/parts_master/parts_master.csv
P00185,Hydraulics,367.48,25,SUP019,C,True,,aviation_parts/parts_master/parts_master.csv
P00186,Fasteners,964.22,46,SUP040,C,False,,aviation_parts/parts_master/parts_master.csv
P00187,Structure,951.17,25,SUP012,B,False,,aviation_parts/parts_master/parts_master.csv
P00188,Fasteners,3409.48,38,SUP008,B,False,,aviation_parts/parts_master/parts_master.csv
P00189,Fasteners,2173.19,43,SUP038,B,False,,aviation_parts/parts_master/parts_master.csv
P00190,Structure,4230.32,28,SUP007,A,False,,aviation_parts/parts_master/parts_master.csv
P00191,LandingGear,1101.47,59,SUP002,C,False,,aviation_parts/parts_master/parts_master.csv
P00192,Structure,498.61,25,SUP017,B,False,,aviation_parts/parts_master/parts_master.csv
P00193,Electrical,1404.96,23,SUP017,B,False,,aviation_parts/parts_master/parts_master.csv
P00194,Structure,368.34,39,SUP025,C,False,,aviation_parts/parts_master/parts_master.csv
P00195,LandingGear,8850.56,35,SUP036,A,True,,aviation_parts/parts_master/parts_master.csv
P00196,Electrical,2689.41,43,SUP038,B,False,,aviation_parts/parts_master/parts_master.csv
P00197,Electrical,1056.57,19,SUP012,C,False,,aviation_parts/parts_master/parts_master.csv
P00198,LandingGear,1165.95,37,SUP040,C,True,,aviation_parts/parts_master/parts_master.csv
P00199,Cabin,1088.55,71,SUP026,C,False,,aviation_parts/parts_master/parts_master.csv
P00200,Hydraulics,287.21,41,SUP003,C,True,,aviation_parts/parts_master/parts_master.csv
P00201,Cabin,1354.83,52,SUP038,B,False,,aviation_parts/parts_master/parts_master.csv
P00202,Engine,323.40,69,SUP006,C,False,,aviation_parts/parts_master/parts_master.csv
P00203,Fasteners,1309.16,61,SUP024,C,False,,aviation_parts/parts_master/parts_master.csv
P00204,Fasteners,1829.42,33,SUP032,C,False,,aviation_parts/parts_master/parts_master.csv
P00205,LandingGear,926.47,25,SUP010,C,True,,aviation_parts/parts_master/parts_master.csv
P00206,Fasteners,492.96,41,SUP011,C,False,,aviation_parts/parts_master/parts_master.csv
P00207,Fasteners,651.73,28,SUP020,C,False,,aviation_parts/parts_master/parts_master.csv
P00208,Hydraulics,2809.54,42,SUP036,A,False,,aviation_parts/parts_master/parts_master.csv
P00209,Avionics,213.49,52,SUP009,C,False,,aviation_parts/parts_master/parts_master.csv
P00210,Engine,1074.18,43,SUP027,B,False,,aviation_parts/parts_master/parts_master.csv
P00211,Fasteners,1199.34,34,SUP019,C,False,,aviation_parts/parts_master/parts_master.csv
P00212,Fasteners,1060.94,50,SUP005,C,False,,aviation_parts/parts_master/parts_master.csv
P00213,Avionics,374.67,38,SUP029,C,False,,aviation_parts/parts_master/parts_master.csv
P00214,Fasteners,933.94,37,SUP034,C,False,,aviation_parts/parts_master/parts_master.csv
P00215,Fasteners,2286.79,61,SUP024,B,False,,aviation_parts/parts_master/parts_master.csv
P00216,Avionics,306.86,29,SUP008,C,False,,aviation_parts/parts_master/parts_master.csv
P00217,Fasteners,691.28,36,SUP007,C,False,,aviation_parts/parts_master/parts_master.csv
P00218,Cabin,2340.25,38,SUP017,B,False,,aviation_parts/parts_master/parts_master.csv
P00219,Avionics,2387.27,53,SUP021,A,False,,aviation_parts/parts_master/parts_master.csv
P00220,Electrical,8993.00,47,SUP023,A,False,,aviation_parts/parts_master/parts_master.csv
P00221,Electrical,1860.27,24,SUP010,C,False,,aviation_parts/parts_master/parts_master.csv
P00222,Fasteners,2487.27,56,SUP021,B,False,,aviation_parts/parts_master/parts_master.csv
P00223,Avionics,533.73,33,SUP012,C,True,,aviation_parts/parts_master/parts_master.csv
P00224,Fasteners,2857.81,25,SUP028,B,False,,aviation_parts/parts_master/parts_master.csv
P00225,LandingGear,689.10,22,SUP032,C,False,,aviation_parts/parts_master/parts_master.csv
P00226,Hydraulics,1134.87,38,SUP027,B,True,802,aviation_parts/parts_master/parts_master.csv
P00227,LandingGear,739.27,37,SUP001,C,True,,aviation_parts/parts_master/parts_master.csv
P00228,Fasteners,8071.81,49,SUP040,A,False,,aviation_parts/parts_master/parts_master.csv
P00229,Hydraulics,486.91,42,SUP001,C,False,909,aviation_parts/parts_master/parts_master.csv
P00230,Avionics,315.21,53,SUP040,C,False,,aviation_parts/parts_master/parts_master.csv
P00231,Cabin,628.39,74,SUP002,C,False,,aviation_parts/parts_master/parts_master.csv
P00232,Engine,669.91,69,SUP021,C,False,,aviation_parts/parts_master/parts_master.csv
P00233,Cabin,10397.09,61,SUP005,A,False,,aviation_parts/parts_master/parts_master.csv
P00234,Electrical,4609.98,27,SUP004,B,False,638,aviation_parts/parts_master/parts_master.csv
P00235,Engine,5064.85,35,SUP028,A,True,,aviation_parts/parts_master/parts_master.csv
P00236,Hydraulics,6060.44,36,SUP030,A,True,,aviation_parts/parts_master/parts_master.csv
P00237,Structure,191.53,43,SUP005,C,False,,aviation_parts/parts_master/parts_master.csv
P00238,Cabin,699.01,53,SUP040,C,False,,aviation_parts/parts_master/parts_master.csv
P00239,Structure,273.10,50,SUP013,C,False,,aviation_parts/parts_master/parts_master.csv
P00240,Electrical,1112.44,42,SUP013,C,False,,aviation_parts/parts_master/parts_master.csv
P00241,Engine,388.21,36,SUP012,C,True,,aviation_parts/parts_master/parts_master.csv
P00242,Electrical,1006.69,22,SUP019,C,False,823,aviation_parts/parts_master/parts_master.csv
P00243,LandingGear,18478.00,20,SUP008,A,True,,aviation_parts/parts_master/parts_master.csv
P00244,Hydraulics,1043.57,28,SUP017,B,True,437,aviation_parts/parts_master/parts_master.csv
P00245,LandingGear,1245.35,39,SUP009,C,True,,aviation_parts/parts_master/parts_master.csv
P00246,LandingGear,993.32,33,SUP003,C,True,,aviation_parts/parts_master/parts_master.csv
P00247,Electrical,9723.56,38,SUP015,A,False,1063,aviation_parts/parts_master/parts_master.csv
P00248,Avionics,260.05,39,SUP027,C,False,,aviation_parts/parts_master/parts_master.csv
P00249,Hydraulics,495.73,42,SUP031,C,True,653,aviation_parts/parts_master/parts_master.csv
P00250,Structure,4936.40,41,SUP015,A,False,,aviation_parts/parts_master/parts_master.csv
P00251,Hydraulics,1971.19,44,SUP013,B,False,,aviation_parts/parts_master/parts_master.csv
P00252,Engine,528.44,39,SUP032,C,True,,aviation_parts/parts_master/parts_master.csv
P00253,Hydraulics,520.84,24,SUP028,C,True,,aviation_parts/parts_master/parts_master.csv
P00254,Hydraulics,740.26,34,SUP034,B,True,,aviation_parts/parts_master/parts_master.csv
P00255,Fasteners,1147.41,33,SUP037,C,False,,aviation_parts/parts_master/parts_master.csv
P00256,Fasteners,4297.61,89,SUP033,B,False,,aviation_parts/parts_master/parts_master.csv
P00257,Cabin,1057.87,54,SUP038,C,False,,aviation_parts/parts_master/parts_master.csv
P00258,LandingGear,3032.38,19,SUP017,B,True,,aviation_parts/parts_master/parts_master.csv
P00259,Fasteners,1613.66,50,SUP016,C,False,,aviation_parts/parts_master/parts_master.csv
P00260,Hydraulics,1314.97,48,SUP013,B,False,,aviation_parts/parts_master/parts_master.csv
P00261,Electrical,4244.50,27,SUP010,B,False,577,aviation_parts/parts_master/parts_master.csv
P00262,Structure,409.35,31,SUP030,C,False,,aviation_parts/parts_master/parts_master.csv
P00263,Structure,853.64,38,SUP029,B,False,,aviation_parts/parts_master/parts_master.csv
P00264,Structure,3692.57,88,SUP033,A,False,,aviation_parts/parts_master/parts_master.csv
P00265,Hydraulics,397.06,34,SUP007,B,True,,aviation_parts/parts_master/parts_master.csv
P00266,Fasteners,1352.93,28,SUP020,C,False,,aviation_parts/parts_master/parts_master.csv
P00267,Cabin,217.89,58,SUP009,C,False,,aviation_parts/parts_master/parts_master.csv
P00268,Cabin,427.40,46,SUP036,C,False,,aviation_parts/parts_master/parts_master.csv
P00269,Avionics,794.41,42,SUP011,B,True,,aviation_parts/parts_master/parts_master.csv
P00270,Electrical,3295.81,52,SUP006,B,False,,aviation_parts/parts_master/parts_master.csv
P00271,Cabin,4616.09,67,SUP023,A,False,,aviation_parts/parts_master/parts_master.csv
P00272,Avionics,202.26,48,SUP036,C,False,,aviation_parts/parts_master/parts_master.csv
P00273,Fasteners,1911.63,31,SUP037,C,False,,aviation_parts/parts_master/parts_master.csv
P00274,Avionics,219.07,39,SUP004,C,False,,aviation_parts/parts_master/parts_master.csv
P00275,Engine,1039.59,45,SUP014,C,True,,aviation_parts/parts_master/parts_master.csv
P00276,Engine,1238.40,41,SUP007,B,True,,aviation_parts/parts_master/parts_master.csv
P00277,Electrical,1230.77,46,SUP013,C,False,649,aviation_parts/parts_master/parts_master.csv
P00278,Fasteners,5445.91,22,SUP022,B,False,,aviation_parts/parts_master/parts_master.csv
P00279,Fasteners,10994.03,33,SUP012,A,False,,aviation_parts/parts_master/parts_master.csv
P00280,Cabin,1437.70,54,SUP003,B,False,,aviation_parts/parts_master/parts_master.csv
P00281,Fasteners,10105.58,62,SUP021,A,False,,aviation_parts/parts_master/parts_master.csv
P00282,Electrical,2754.00,32,SUP003,B,False,564,aviation_parts/parts_master/parts_master.csv
P00283,LandingGear,5930.81,18,SUP010,A,True,,aviation_parts/parts_master/parts_master.csv
P00284,Fasteners,2827.57,50,SUP001,B,False,,aviation_parts/parts_master/parts_master.csv
P00285,Fasteners,912.56,43,SUP004,C,False,,aviation_parts/parts_master/parts_master.csv
P00286,Electrical,3853.73,38,SUP018,B,False,881,aviation_parts/parts_master/parts_master.csv
P00287,Cabin,2066.75,39,SUP035,B,False,,aviation_parts/parts_master/parts_master.csv
P00288,Electrical,966.42,24,SUP031,C,False,,aviation_parts/parts_master/parts_master.csv
P00289,Structure,356.43,33,SUP004,C,False,,aviation_parts/parts_master/parts_master.csv
P00290,LandingGear,1164.96,49,SUP002,C,True,,aviation_parts/parts_master/parts_master.csv
P00291,Hydraulics,1374.28,46,SUP014,B,True,767,aviation_parts/parts_master/parts_master.csv
P00292,Engine,334.17,49,SUP027,C,True,,aviation_parts/parts_master/parts_master.csv
P00293,Hydraulics,769.12,43,SUP030,B,False,,aviation_parts/parts_master/parts_master.csv
P00294,Cabin,3005.67,100,SUP033,B,False,,aviation_parts/parts_master/parts_master.csv
P00295,Structure,320.21,32,SUP014,C,False,,aviation_parts/parts_master/parts_master.csv
P00296,Fasteners,720.63,28,SUP007,C,False,,aviation_parts/parts_master/parts_master.csv
P00297,LandingGear,1258.51,52,SUP002,C,True,,aviation_parts/parts_master/parts_master.csv
P00298,Avionics,305.20,61,SUP006,C,True,,aviation_parts/parts_master/parts_master.csv
P00299,Fasteners,692.47,39,SUP003,C,False,,aviation_parts/parts_master/parts_master.csv
P00300,Fasteners,3351.06,32,SUP035,B,False,,aviation_parts/parts_master/parts_master.csv
