listing_id,supplier_id,product_id,seller_sku,condition,price,stock_quantity,lead_time_days,status,updated_at
53,34,18,DEMO-S34-P0018,REFURBISHED,1370.23,10,37,ACTIVE,2026-09-01 00:00:00
54,6,18,DEMO-S06-P0018,USED,951.55,6,35,ACTIVE,2026-09-01 00:00:00
55,7,19,DEMO-S07-P0019,NEW,4683.11,0,34,ACTIVE,2026-09-01 00:00:00
56,14,19,DEMO-S14-P0019,REFURBISHED,3371.84,1,27,ACTIVE,2026-09-01 00:00:00
57,26,19,DEMO-S26-P0019,USED,2341.56,15,25,ACTIVE,2026-09-01 00:00:00
58,13,20,DEMO-S13-P0020,NEW,487.41,11,46,ACTIVE,2026-09-01 00:00:00
59,20,20,DEMO-S20-P0020,REFURBISHED,350.94,17,39,ACTIVE,2026-09-01 00:00:00
60,32,20,DEMO-S32-P0020,USED,243.70,23,37,ACTIVE,2026-09-01 00:00:00
61,15,21,DEMO-S15-P0021,NEW,685.36,14,49,ACTIVE,2026-09-01 00:00:00
62,22,21,DEMO-S22-P0021,REFURBISHED,493.46,8,42,ACTIVE,2026-09-01 00:00:00
63,34,21,DEMO-S34-P0021,USED,342.68,1,40,ACTIVE,2026-09-01 00:00:00
64,38,22,DEMO-S38-P0022,NEW,8958.20,14,49,DRAFT,2026-09-01 00:00:00
65,5,22,DEMO-S05-P0022,REFURBISHED,6449.90,14,42,ACTIVE,2026-09-01 00:00:00
66,17,22,DEMO-S17-P0022,USED,4479.10,0,40,ACTIVE,2026-09-01 00:00:00
67,29,23,DEMO-S29-P0023,NEW,3849.60,9,40,ACTIVE,2026-09-01 00:00:00
68,36,23,DEMO-S36-P0023,REFURBISHED,2771.71,24,33,ACTIVE,2026-09-01 00:00:00
69,8,23,DEMO-S08-P0023,USED,1924.80,11,31,ACTIVE,2026-09-01 00:00:00
70,15,24,DEMO-S15-P0024,NEW,12598.36,1,45,ACTIVE,2026-09-01 00:00:00
71,22,24,DEMO-S22-P0024,REFURBISHED,9070.82,24,38,ACTIVE,2026-09-01 00:00:00
72,34,24,DEMO-S34-P0024,USED,6299.18,23,36,ACTIVE,2026-09-01 00:00:00
73,30,25,DEMO-S30-P0025,NEW,742.17,5,37,ACTIVE,2026-09-01 00:00:00
74,37,25,DEMO-S37-P0025,REFURBISHED,534.36,22,30,DRAFT,2026-09-01 00:00:00
75,9,25,DEMO-S09-P0025,USED,371.08,23,28,ACTIVE,2026-09-01 00:00:00
76,30,26,DEMO-S30-P0026,NEW,1806.70,8,35,ACTIVE,2026-09-01 00:00:00
77,37,26,DEMO-S37-P0026,REFURBISHED,1300.82,0,28,DRAFT,2026-09-01 00:00:00
78,9,26,DEMO-S09-P0026,USED,903.35,20,26,ACTIVE,2026-09-01 00:00:00
79,16,27,DEMO-S16-P0027,NEW,1403.70,10,43,ACTIVE,2026-09-01 00:00:00
80,23,27,DEMO-S23-P0027,REFURBISHED,1010.67,8,36,ACTIVE,2026-09-01 00:00:00
81,35,27,DEMO-S35-P0027,USED,701.85,17,34,ACTIVE,2026-09-01 00:00:00
82,17,28,DEMO-S17-P0028,NEW,778.65,15,30,ACTIVE,2026-09-01 00:00:00
83,24,28,DEMO-S24-P0028,REFURBISHED,560.63,11,23,ACTIVE,2026-09-01 00:00:00
84,36,28,DEMO-S36-P0028,USED,389.33,1,21,ACTIVE,2026-09-01 00:00:00
85,36,29,DEMO-S36-P0029,NEW,6924.98,23,33,ACTIVE,2026-09-01 00:00:00
86,3,29,DEMO-S03-P0029,REFURBISHED,4985.99,20,26,ACTIVE,2026-09-01 00:00:00
87,15,29,DEMO-S15-P0029,USED,3462.49,10,24,ACTIVE,2026-09-01 00:00:00
88,23,30,DEMO-S23-P0030,NEW,486.68,0,50,ACTIVE,2026-09-01 00:00:00
89,30,30,DEMO-S30-P0030,REFURBISHED,350.41,24,43,ACTIVE,2026-09-01 00:00:00
90,2,30,DEMO-S02-P0030,USED,243.34,13,41,ACTIVE,2026-09-01 00:00:00
91,6,31,DEMO-S06-P0031,NEW,779.06,1,59,ACTIVE,2026-09-01 00:00:00
92,13,31,DEMO-S13-P0031,REFURBISHED,560.93,4,52,ACTIVE,2026-09-01 00:00:00
93,25,31,DEMO-S25-P0031,USED,389.53,10,50,ACTIVE,2026-09-01 00:00:00
94,29,32,DEMO-S29-P0032,NEW,1635.35,4,35,ACTIVE,2026-09-01 00:00:00
95,36,32,DEMO-S36-P0032,REFURBISHED,1177.45,13,28,ACTIVE,2026-09-01 00:00:00
96,8,32,DEMO-S08-P0032,USED,817.67,15,26,ACTIVE,2026-09-01 00:00:00
97,24,33,DEMO-S24-P0033,NEW,456.84,11,49,ACTIVE,2026-09-01 00:00:00
98,31,33,DEMO-S31-P0033,REFURBISHED,328.92,1,42,ACTIVE,2026-09-01 00:00:00
99,3,33,DEMO-S03-P0033,USED,228.42,0,40,ACTIVE,2026-09-01 00:00:00
100,21,34,DEMO-S21-P0034,NEW,1129.56,5,57,ACTIVE,2026-09-01 00:00:00
101,28,34,DEMO-S28-P0034,REFURBISHED,813.28,9,50,ACTIVE,2026-09-01 00:00:00
102,40,34,DEMO-S40-P0034,USED,564.78,21,48,DRAFT,2026-09-01 00:00:00
103,30,35,DEMO-S30-P0035,NEW,7888.22,13,40,ACTIVE,2026-09-01 00:00:00
104,37,35,DEMO-S37-P0035,REFURBISHED,5679.52,9,33,DRAFT,2026-09-01 00:00:00
105,9,35,DEMO-S09-P0035,USED,3944.11,1,31,ACTIVE,2026-09-01 00:00:00
106,37,36,DEMO-S37-P0036,NEW,1410.83,23,34,DRAFT,2026-09-01 00:00:00
107,4,36,DEMO-S04-P0036,REFURBISHED,1015.80,18,27,ACTIVE,2026-09-01 00:00:00
108,16,36,DEMO-S16-P0036,USED,705.42,15,25,ACTIVE,2026-09-01 00:00:00
109,14,37,DEMO-S14-P0037,NEW,10924.73,23,37,ACTIVE,2026-09-01 00:00:00
110,21,37,DEMO-S21-P0037,REFURBISHED,7865.81,0,30,ACTIVE,2026-09-01 00:00:00
111,33,37,DEMO-S33-P0037,USED,5462.37,17,28,ACTIVE,2026-09-01 00:00:00
112,17,38,DEMO-S17-P0038,NEW,1887.73,1,24,ACTIVE,2026-09-01 00:00:00
113,24,38,DEMO-S24-P0038,REFURBISHED,1359.17,7,17,ACTIVE,2026-09-01 00:00:00
114,36,38,DEMO-S36-P0038,USED,943.87,11,15,ACTIVE,2026-09-01 00:00:00
115,8,39,DEMO-S08-P0039,NEW,2638.40,7,27,ACTIVE,2026-09-01 00:00:00
116,15,39,DEMO-S15-P0039,REFURBISHED,1899.65,10,20,ACTIVE,2026-09-01 00:00:00
117,27,39,DEMO-S27-P0039,USED,1319.20,20,18,ACTIVE,2026-09-01 00:00:00
118,26,40,DEMO-S26-P0040,NEW,274.74,20,61,ACTIVE,2026-09-01 00:00:00
119,33,40,DEMO-S33-P0040,REFURBISHED,197.81,1,54,ACTIVE,2026-09-01 00:00:00
120,5,40,DEMO-S05-P0040,USED,137.37,11,52,ACTIVE,2026-09-01 00:00:00
121,17,41,DEMO-S17-P0041,NEW,1156.29,0,24,ACTIVE,2026-09-01 00:00:00
122,24,41,DEMO-S24-P0041,REFURBISHED,832.53,21,17,ACTIVE,2026-09-01 00:00:00
123,36,41,DEMO-S36-P0041,USED,578.14,16,15,ACTIVE,2026-09-01 00:00:00
124,14,42,DEMO-S14-P0042,NEW,3694.05,21,42,ACTIVE,2026-09-01 00:00:00
125,21,42,DEMO-S21-P0042,REFURBISHED,2659.72,15,35,ACTIVE,2026-09-01 00:00:00
126,33,42,DEMO-S33-P0042,USED,1847.03,1,33,ACTIVE,2026-09-01 00:00:00
127,28,43,DEMO-S28-P0043,NEW,2935.89,14,21,ACTIVE,2026-09-01 00:00:00
128,35,43,DEMO-S35-P0043,REFURBISHED,2113.84,10,14,ACTIVE,2026-09-01 00:00:00
129,7,43,DEMO-S07-P0043,USED,1467.95,7,12,ACTIVE,2026-09-01 00:00:00
130,17,44,DEMO-S17-P0044,NEW,2017.24,19,25,ACTIVE,2026-09-01 00:00:00
131,24,44,DEMO-S24-P0044,REFURBISHED,1452.41,18,18,ACTIVE,2026-09-01 00:00:00
132,36,44,DEMO-S36-P0044,USED,1008.62,0,16,ACTIVE,2026-09-01 00:00:00
133,19,45,DEMO-S19-P0045,NEW,6674.50,1,29,ACTIVE,2026-09-01 00:00:00
134,26,45,DEMO-S26-P0045,REFURBISHED,4805.64,5,22,ACTIVE,2026-09-01 00:00:00
135,38,45,DEMO-S38-P0045,USED,3337.25,4,20,DRAFT,2026-09-01 00:00:00
136,18,46,DEMO-S18-P0046,NEW,287.30,6,51,ACTIVE,2026-09-01 00:00:00
137,25,46,DEMO-S25-P0046,REFURBISHED,206.85,7,44,ACTIVE,2026-09-01 00:00:00
138,37,46,DEMO-S37-P0046,USED,143.65,23,42,DRAFT,2026-09-01 00:00:00
139,11,47,DEMO-S11-P0047,NEW,289.38,8,47,ACTIVE,2026-09-01 00:00:00
140,18,47,DEMO-S18-P0047,REFURBISHED,208.35,1,40,ACTIVE,2026-09-01 00:00:00
141,30,47,DEMO-S30-P0047,USED,144.69,24,38,ACTIVE,2026-09-01 00:00:00
142,6,48,DEMO-S06-P0048,NEW,2283.65,16,63,ACTIVE,2026-09-01 00:00:00
143,13,48,DEMO-S13-P0048,REFURBISHED,1644.23,0,56,ACTIVE,2026-09-01 00:00:00
144,25,48,DEMO-S25-P0048,USED,1141.82,22,54,ACTIVE,2026-09-01 00:00:00
145,34,49,DEMO-S34-P0049,NEW,17684.07,5,45,ACTIVE,2026-09-01 00:00:00
146,1,49,DEMO-S01-P0049,REFURBISHED,12732.53,15,38,ACTIVE,2026-09-01 00:00:00
147,13,49,DEMO-S13-P0049,USED,8842.04,1,36,ACTIVE,2026-09-01 00:00:00
148,4,50,DEMO-S04-P0050,NEW,739.63,15,36,ACTIVE,2026-09-01 00:00:00
149,11,50,DEMO-S11-P0050,REFURBISHED,532.53,22,29,ACTIVE,2026-09-01 00:00:00
150,23,50,DEMO-S23-P0050,USED,369.81,17,27,ACTIVE,2026-09-01 00:00:00
151,13,51,DEMO-S13-P0051,NEW,14774.61,19,39,ACTIVE,2026-09-01 00:00:00
152,20,51,DEMO-S20-P0051,REFURBISHED,10637.72,11,32,ACTIVE,2026-09-01 00:00:00
153,32,51,DEMO-S32-P0051,USED,7387.31,20,30,ACTIVE,2026-09-01 00:00:00
154,27,52,DEMO-S27-P0052,NEW,1940.52,0,28,ACTIVE,2026-09-01 00:00:00
155,34,52,DEMO-S34-P0052,REFURBISHED,1397.17,3,21,ACTIVE,2026-09-01 00:00:00
156,6,52,DEMO-S06-P0052,USED,970.26,24,19,ACTIVE,2026-09-01 00:00:00
157,6,53,DEMO-S06-P0053,NEW,826.90,6,65,ACTIVE,2026-09-01 00:00:00
158,13,53,DEMO-S13-P0053,REFURBISHED,595.37,24,58,ACTIVE,2026-09-01 00:00:00
159,25,53,DEMO-S25-P0053,USED,413.45,20,56,ACTIVE,2026-09-01 00:00:00
160,27,54,DEMO-S27-P0054,NEW,6698.95,11,38,ACTIVE,2026-09-01 00:00:00
161,34,54,DEMO-S34-P0054,REFURBISHED,4823.24,1,31,ACTIVE,2026-09-01 00:00:00
162,6,54,DEMO-S06-P0054,USED,3349.48,23,29,ACTIVE,2026-09-01 00:00:00
163,30,55,DEMO-S30-P0055,NEW,7185.07,13,34,ACTIVE,2026-09-01 00:00:00
164,37,55,DEMO-S37-P0055,REFURBISHED,5173.25,6,27,DRAFT,2026-09-01 00:00:00
165,9,55,DEMO-S09-P0055,USED,3592.54,0,25,ACTIVE,2026-09-01 00:00:00
166,27,56,DEMO-S27-P0056,NEW,1911.11,12,49,ACTIVE,2026-09-01 00:00:00
167,34,56,DEMO-S34-P0056,REFURBISHED,1376.00,16,42,ACTIVE,2026-09-01 00:00:00
168,6,56,DEMO-S06-P0056,USED,955.56,1,40,ACTIVE,2026-09-01 00:00:00
169,13,57,DEMO-S13-P0057,NEW,195.00,8,56,ACTIVE,2026-09-01 00:00:00
170,20,57,DEMO-S20-P0057,REFURBISHED,140.40,17,49,ACTIVE,2026-09-01 00:00:00
171,32,57,DEMO-S32-P0057,USED,97.50,3,47,ACTIVE,2026-09-01 00:00:00
172,1,58,DEMO-S01-P0058,NEW,2594.61,11,41,ACTIVE,2026-09-01 00:00:00
173,8,58,DEMO-S08-P0058,REFURBISHED,1868.12,19,34,ACTIVE,2026-09-01 00:00:00
174,20,58,DEMO-S20-P0058,USED,1297.30,8,32,ACTIVE,2026-09-01 00:00:00
175,36,59,DEMO-S36-P0059,NEW,1953.55,1,46,ACTIVE,2026-09-01 00:00:00
176,3,59,DEMO-S03-P0059,REFURBISHED,1406.56,0,39,ACTIVE,2026-09-01 00:00:00
177,15,59,DEMO-S15-P0059,USED,976.78,19,37,ACTIVE,2026-09-01 00:00:00
178,14,60,DEMO-S14-P0060,NEW,901.87,6,52,ACTIVE,2026-09-01 00:00:00
179,21,60,DEMO-S21-P0060,REFURBISHED,649.35,23,45,ACTIVE,2026-09-01 00:00:00
180,33,60,DEMO-S33-P0060,USED,450.94,12,43,ACTIVE,2026-09-01 00:00:00
181,33,61,DEMO-S33-P0061,NEW,318.35,23,82,ACTIVE,2026-09-01 00:00:00
182,40,61,DEMO-S40-P0061,REFURBISHED,229.21,1,75,DRAFT,2026-09-01 00:00:00
183,12,61,DEMO-S12-P0061,USED,159.18,19,73,ACTIVE,2026-09-01 00:00:00
184,8,62,DEMO-S08-P0062,NEW,16175.36,22,24,ACTIVE,2026-09-01 00:00:00
185,15,62,DEMO-S15-P0062,REFURBISHED,11646.26,9,17,ACTIVE,2026-09-01 00:00:00
186,27,62,DEMO-S27-P0062,USED,8087.68,7,15,ACTIVE,2026-09-01 00:00:00
187,7,63,DEMO-S07-P0063,NEW,593.09,0,36,ACTIVE,2026-09-01 00:00:00
188,14,63,DEMO-S14-P0063,REFURBISHED,427.03,14,29,ACTIVE,2026-09-01 00:00:00
189,26,63,DEMO-S26-P0063,USED,296.55,1,27,ACTIVE,2026-09-01 00:00:00
190,32,64,DEMO-S32-P0064,NEW,2992.70,8,29,ACTIVE,2026-09-01 00:00:00
191,39,64,DEMO-S39-P0064,REFURBISHED,2154.75,20,22,DRAFT,2026-09-01 00:00:00
192,11,64,DEMO-S11-P0064,USED,1496.35,19,20,ACTIVE,2026-09-01 00:00:00
193,38,65,DEMO-S38-P0065,NEW,2339.06,3,47,DRAFT,2026-09-01 00:00:00
194,5,65,DEMO-S05-P0065,REFURBISHED,1684.12,22,40,ACTIVE,2026-09-01 00:00:00
195,17,65,DEMO-S17-P0065,USED,1169.53,13,38,ACTIVE,2026-09-01 00:00:00
196,35,66,DEMO-S35-P0066,NEW,1714.18,1,32,ACTIVE,2026-09-01 00:00:00
197,2,66,DEMO-S02-P0066,REFURBISHED,1234.21,18,25,ACTIVE,2026-09-01 00:00:00
198,14,66,DEMO-S14-P0066,USED,857.09,0,23,ACTIVE,2026-09-01 00:00:00
199,31,67,DEMO-S31-P0067,NEW,1300.53,3,27,ACTIVE,2026-09-01 00:00:00
200,38,67,DEMO-S38-P0067,REFURBISHED,936.38,6,20,DRAFT,2026-09-01 00:00:00
201,10,67,DEMO-S10-P0067,USED,650.26,14,18,ACTIVE,2026-09-01 00:00:00
202,10,68,DEMO-S10-P0068,NEW,1784.92,12,24,ACTIVE,2026-09-01 00:00:00
203,17,68,DEMO-S17-P0068,REFURBISHED,1285.14,1,17,ACTIVE,2026-09-01 00:00:00
204,29,68,DEMO-S29-P0068,USED,892.46,10,15,ACTIVE,2026-09-01 00:00:00
205,37,69,DEMO-S37-P0069,NEW,3422.22,4,35,DRAFT,2026-09-01 00:00:00
206,4,69,DEMO-S04-P0069,REFURBISHED,2464.00,10,28,ACTIVE,2026-09-01 00:00:00
207,16,69,DEMO-S16-P0069,USED,1711.11,21,26,ACTIVE,2026-09-01 00:00:00
208,27,70,DEMO-S27-P0070,NEW,1234.08,5,26,ACTIVE,2026-09-01 00:00:00
209,34,70,DEMO-S34-P0070,REFURBISHED,888.54,0,19,ACTIVE,2026-09-01 00:00:00
210,6,70,DEMO-S06-P0070,USED,617.04,1,17,ACTIVE,2026-09-01 00:00:00
211,7,71,DEMO-S07-P0071,NEW,2292.31,5,33,ACTIVE,2026-09-01 00:00:00
212,14,71,DEMO-S14-P0071,REFURBISHED,1650.46,18,26,ACTIVE,2026-09-01 00:00:00
213,26,71,DEMO-S26-P0071,USED,1146.16,5,24,ACTIVE,2026-09-01 00:00:00
214,6,72,DEMO-S06-P0072,NEW,9530.93,20,53,ACTIVE,2026-09-01 00:00:00
215,13,72,DEMO-S13-P0072,REFURBISHED,6862.27,7,46,ACTIVE,2026-09-01 00:00:00
216,25,72,DEMO-S25-P0072,USED,4765.46,7,44,ACTIVE,2026-09-01 00:00:00
217,35,73,DEMO-S35-P0073,NEW,5655.62,1,33,ACTIVE,2026-09-01 00:00:00
218,2,73,DEMO-S02-P0073,REFURBISHED,4072.05,24,26,ACTIVE,2026-09-01 00:00:00
219,14,73,DEMO-S14-P0073,USED,2827.81,18,24,ACTIVE,2026-09-01 00:00:00
220,12,74,DEMO-S12-P0074,NEW,11319.53,0,22,ACTIVE,2026-09-01 00:00:00
221,19,74,DEMO-S19-P0074,REFURBISHED,8150.06,20,15,ACTIVE,2026-09-01 00:00:00
222,31,74,DEMO-S31-P0074,USED,5659.76,8,13,ACTIVE,2026-09-01 00:00:00
223,31,75,DEMO-S31-P0075,NEW,2758.06,11,44,ACTIVE,2026-09-01 00:00:00
224,38,75,DEMO-S38-P0075,REFURBISHED,1985.80,1,37,DRAFT,2026-09-01 00:00:00
225,10,75,DEMO-S10-P0075,USED,1379.03,19,35,ACTIVE,2026-09-01 00:00:00
226,6,76,DEMO-S06-P0076,NEW,1995.49,22,52,ACTIVE,2026-09-01 00:00:00
227,13,76,DEMO-S13-P0076,REFURBISHED,1436.76,16,45,ACTIVE,2026-09-01 00:00:00
228,25,76,DEMO-S25-P0076,USED,997.75,9,43,ACTIVE,2026-09-01 00:00:00
229,12,77,DEMO-S12-P0077,NEW,5957.34,20,32,ACTIVE,2026-09-01 00:00:00
230,19,77,DEMO-S19-P0077,REFURBISHED,4289.29,9,25,ACTIVE,2026-09-01 00:00:00
231,31,77,DEMO-S31-P0077,USED,2978.67,0,23,ACTIVE,2026-09-01 00:00:00
232,12,78,DEMO-S12-P0078,NEW,2726.39,12,18,ACTIVE,2026-09-01 00:00:00
233,19,78,DEMO-S19-P0078,REFURBISHED,1963.00,15,11,ACTIVE,2026-09-01 00:00:00
234,31,78,DEMO-S31-P0078,USED,1363.20,24,9,ACTIVE,2026-09-01 00:00:00
235,12,79,DEMO-S12-P0079,NEW,2198.96,23,19,ACTIVE,2026-09-01 00:00:00
236,19,79,DEMO-S19-P0079,REFURBISHED,1583.25,14,12,ACTIVE,2026-09-01 00:00:00
237,31,79,DEMO-S31-P0079,USED,1099.48,17,10,ACTIVE,2026-09-01 00:00:00
238,27,80,DEMO-S27-P0080,NEW,4365.11,1,46,ACTIVE,2026-09-01 00:00:00
239,34,80,DEMO-S34-P0080,REFURBISHED,3142.88,19,39,ACTIVE,2026-09-01 00:00:00
240,6,80,DEMO-S06-P0080,USED,2182.55,17,37,ACTIVE,2026-09-01 00:00:00
241,37,81,DEMO-S37-P0081,NEW,5750.05,6,22,DRAFT,2026-09-01 00:00:00
242,4,81,DEMO-S04-P0081,REFURBISHED,4140.04,0,15,ACTIVE,2026-09-01 00:00:00
243,16,81,DEMO-S16-P0081,USED,2875.03,10,13,ACTIVE,2026-09-01 00:00:00
244,37,82,DEMO-S37-P0082,NEW,5183.95,10,28,DRAFT,2026-09-01 00:00:00
245,4,82,DEMO-S04-P0082,REFURBISHED,3732.45,1,21,ACTIVE,2026-09-01 00:00:00
246,16,82,DEMO-S16-P0082,USED,2591.98,5,19,ACTIVE,2026-09-01 00:00:00
247,30,83,DEMO-S30-P0083,NEW,1045.79,13,36,ACTIVE,2026-09-01 00:00:00
248,37,83,DEMO-S37-P0083,REFURBISHED,752.97,3,29,DRAFT,2026-09-01 00:00:00
249,9,83,DEMO-S09-P0083,USED,522.89,21,27,ACTIVE,2026-09-01 00:00:00
250,9,84,DEMO-S09-P0084,NEW,1152.31,20,56,ACTIVE,2026-09-01 00:00:00
251,16,84,DEMO-S16-P0084,REFURBISHED,829.66,10,49,ACTIVE,2026-09-01 00:00:00
252,28,84,DEMO-S28-P0084,USED,576.16,1,47,ACTIVE,2026-09-01 00:00:00
253,39,85,DEMO-S39-P0085,NEW,9416.90,0,46,DRAFT,2026-09-01 00:00:00
254,6,85,DEMO-S06-P0085,REFURBISHED,6780.17,21,39,ACTIVE,2026-09-01 00:00:00
255,18,85,DEMO-S18-P0085,USED,4708.45,10,37,ACTIVE,2026-09-01 00:00:00
256,22,86,DEMO-S22-P0086,NEW,2152.64,3,34,ACTIVE,2026-09-01 00:00:00
257,29,86,DEMO-S29-P0086,REFURBISHED,1549.90,5,27,ACTIVE,2026-09-01 00:00:00
258,1,86,DEMO-S01-P0086,USED,1076.32,23,25,ACTIVE,2026-09-01 00:00:00
259,22,87,DEMO-S22-P0087,NEW,9192.33,1,23,ACTIVE,2026-09-01 00:00:00
260,29,87,DEMO-S29-P0087,REFURBISHED,6618.48,4,16,ACTIVE,2026-09-01 00:00:00
261,1,87,DEMO-S01-P0087,USED,4596.17,10,14,ACTIVE,2026-09-01 00:00:00
262,29,88,DEMO-S29-P0088,NEW,2921.70,5,34,ACTIVE,2026-09-01 00:00:00
263,36,88,DEMO-S36-P0088,REFURBISHED,2103.63,4,27,ACTIVE,2026-09-01 00:00:00
264,8,88,DEMO-S08-P0088,USED,1460.85,0,25,ACTIVE,2026-09-01 00:00:00
265,31,89,DEMO-S31-P0089,NEW,2074.40,13,48,ACTIVE,2026-09-01 00:00:00
266,38,89,DEMO-S38-P0089,REFURBISHED,1493.57,1,41,DRAFT,2026-09-01 00:00:00
267,10,89,DEMO-S10-P0089,USED,1037.20,5,39,ACTIVE,2026-09-01 00:00:00
268,39,90,DEMO-S39-P0090,NEW,468.19,19,39,DRAFT,2026-09-01 00:00:00
269,6,90,DEMO-S06-P0090,REFURBISHED,337.10,10,32,ACTIVE,2026-09-01 00:00:00
